api,tool,run,interactions,2XX,4XX,5XX,401,403,covered_operations,unique_5XX,branch_coverage,line_coverage,method_coverage,area_2XX,area_4XX,area_5XX,area_401,area_403,area_covered_operations,area_unique_5XX,area_branch_coverage,area_line_coverage,area_method_coverage
person-controller,resttestgen,run-20240531-194250,17900,3472,139,14289,-,-,8,28,0.03333333333333333,0.7318435754189944,0.8172043010752689,319371,23947,1267682,-,-,1396,4505,5.633333333333323,130.14525139664775,145.3548387096771
genome-nexus,deeprest-e20-s20,run-20240531-181328,3900,3056,844,0,-,-,22,0,0.35356386732533523,0.42040985303249845,0.36768963520555875,60006,17994,0,-,-,792,0,12.654199011997173,15.626164355205972,13.693109438332357
project-tracking-system,deeprest-e20-s20,run-20240531-193920,21700,8527,11925,1248,-,-,45,1,0.125,0.38906009244992296,0.5303983228511531,918835,1319571,126894,-,-,8522,217,23.06249999999998,82.80431432973828,112.13626834381566
languagetool,schemathesis,run-20240603-162314,20800,3465,17335,0,-,-,1,0,0.010327350329636827,0.024072812012223273,0.048588924387646434,361920,1811680,0,-,-,208,0,2.1480888685644572,5.007144898542422,10.106496272630416
languagetool,restler,run-20240605-132347,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
scs,restler,run-20240604-190912,21000,19428,1572,0,-,-,11,0,0.3492063492063492,0.6135593220338983,0.717948717948718,1956946,258554,0,-,-,2218,0,70.6071428571428,124.15593220338941,145.66666666666663
restcountries,arat-rl,run-20240531-184245,16300,3773,12432,95,-,-,19,1,0.8727272727272727,0.7679558011049724,0.8465909090909091,299280,1028768,8552,-,-,2652,146,130.34090909090895,120.67034990791882,136.26136363636334
features-service,arat-rl,run-20240531-200207,16400,7232,1042,8126,-,-,18,12,0.5952380952380952,0.8008752735229759,0.7861271676300579,583885,86981,682134,-,-,2819,1710,86.85714285714309,125.78555798687093,124.84971098265878
project-tracking-system,deeprest-e20-s20,run-20240603-223620,21700,8142,12215,1343,-,-,44,1,0.10416666666666667,0.3882896764252696,0.5283018867924528,894515,1335463,135322,-,-,8377,216,22.333333333333368,82.96918335901387,112.08805031446573
user-management,morest,run-20240605-171505,21000,512,13133,7355,-,-,12,2,0.06687898089171974,0.5411392405063291,0.3786407766990291,70943,1377519,767038,-,-,2506,420,13.855626326963847,112.49999999999984,78.92475728155344
market,arat-rl,run-20240531-184355,20100,10693,4929,4478,-,-,10,16,0.023622047244094488,0.27787851314596557,0.35945945945945945,1068266,502555,459279,-,-,1873,3101,4.417322834645663,54.31912964641883,70.42837837837834
features-service,deeprest-e20-s20,run-20240531-173605,16400,9653,508,6239,-,-,17,11,0.44047619047619047,0.7527352297592997,0.7630057803468208,783337,43026,526637,-,-,2567,1539,60.0238095238095,112.9540481400436,116.07514450867022
blog,schemathesis,run-20240605-110103,25900,2028,20750,3122,-,-,14,6,0.03015075376884422,0.37457912457912457,0.33771353482260186,274746,2663555,428699,-,-,3286,1505,7.538316582914606,94.52946127946186,85.25886990801573
blog,arat-rl,run-20240602-081200,25900,2951,14926,8023,-,-,20,11,0.042085427135678394,0.4595959595959596,0.4060446780551905,323020,2025517,1018463,-,-,4484,2675,10.241834170854235,112.99158249158225,99.29040735873872
genome-nexus,deeprest-e20-s20,run-20240601-122234,3900,3209,691,0,-,-,22,0,0.3521524347212421,0.42330780376733596,0.36942675159235666,62369,15631,0,-,-,827,0,12.147494707127738,15.244876837093777,13.421540243196297
user-management,resttestgen,run-20240603-104104,21000,564,13036,7400,-,-,11,2,0.09235668789808917,0.6360759493670886,0.48058252427184467,64667,1344393,806440,-,-,2208,416,18.409766454352457,129.6107594936704,99.44417475728113
blog,schemathesis,run-20240603-143548,25900,1946,20506,3448,-,-,14,7,0.03015075376884422,0.3771043771043771,0.3403416557161629,261706,2631269,474025,-,-,3289,1769,7.536432160804052,94.92340067340008,85.58607095926416
market,schemathesis,run-20240603-153742,20100,4843,6414,8843,-,-,9,3,0.017716535433070866,0.26518585675430645,0.34324324324324323,483959,646966,899175,-,-,1799,602,3.5511811023621997,53.108794197642936,68.68108108108103
person-controller,restler,run-20240604-210229,17900,5843,64,11993,-,-,4,62,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,8835,0.0,109.36312849162042,115.21505376344096
restcountries,restler,run-20240605-132717,16300,822,15457,21,-,-,3,1,0.6454545454545455,0.6795580110497238,0.8352272727272727,70616,1264232,1752,-,-,483,155,101.23181818181804,107.23204419889477,132.68749999999957
scs,morest,run-20240604-001646,21000,20589,411,0,-,-,11,0,0.3333333333333333,0.5966101694915255,0.717948717948718,2174077,41423,0,-,-,2303,0,69.02777777777796,124.23728813559313,150.1794871794872
blog,deeprest-e20-s20,run-20240531-200653,25900,7143,10458,8299,-,-,25,13,0.04522613065326633,0.5210437710437711,0.4454664914586071,952234,1404522,1010244,-,-,6239,3168,11.327261306532616,131.59006734006675,112.54796320630726
scs,restler,run-20240604-214435,21000,19428,1572,0,-,-,11,0,0.3492063492063492,0.6135593220338983,0.717948717948718,1956946,258554,0,-,-,2218,0,70.6428571428571,124.22033898305042,145.71794871794867
market,schemathesis,run-20240603-165336,20100,5306,7093,7701,-,-,9,3,0.017716535433070866,0.2642792384406165,0.3418918918918919,506804,702271,821025,-,-,1761,590,3.5275590551181053,52.44061650045311,67.639189189189
person-controller,morest,run-20240604-182119,17900,877,415,16608,-,-,6,7,0.016666666666666666,0.4245810055865922,0.45161290322580644,80512,37361,1493127,-,-,1071,1253,2.9499999999999944,75.56424581005554,80.19354838709695
market,schemathesis,run-20240603-161134,20100,5388,6649,8063,-,-,9,3,0.017716535433070866,0.26518585675430645,0.34324324324324323,533675,683226,813199,-,-,1797,600,3.5433070866141683,53.00090661831383,68.48648648648644
ncs,deeprest-e20-s20,run-20240604-000946,22000,15928,6072,0,-,-,6,0,0.8928571428571429,0.9163636363636364,0.8620689655172413,1757728,673272,0,-,-,1315,0,184.67261904761887,193.9199999999994,188.55172413793053
ncs,resttestgen,run-20240531-163816,22000,2190,19810,0,-,-,6,0,0.8690476190476191,0.9163636363636364,0.8620689655172413,245165,2185835,0,-,-,1319,0,182.15476190476204,198.0727272727266,189.6551724137926
ncs,deeprest-e20-s20,run-20240531-211509,22000,15857,6143,0,-,-,6,0,0.8690476190476191,0.9309090909090909,0.8620689655172413,1737209,693791,0,-,-,1315,0,182.8273809523813,197.3527272727274,188.82758620689603
ncs,deeprest-e20-s20,run-20240601-142143,22000,16169,5831,0,-,-,6,0,0.875,0.9418181818181818,0.8620689655172413,1770747,660253,0,-,-,1315,0,182.03571428571414,196.03636363636306,188.82758620689603
scs,morest,run-20240603-144949,21000,20563,437,0,-,-,11,0,0.34523809523809523,0.5966101694915255,0.717948717948718,2171868,43632,0,-,-,2303,0,70.53968253968267,123.51186440677988,149.00000000000003
user-management,deeprest-e20-s20,run-20240601-142033,21000,1281,12347,7372,-,-,11,3,0.09341825902335456,0.6598101265822784,0.5,201577,1286108,727815,-,-,2130,591,18.6104033970277,133.32911392404998,102.78398058252428
user-management,restler,run-20240605-133418,21000,9819,10070,1111,-,-,6,3,0.054140127388535034,0.5142405063291139,0.4733009708737864,787106,1301543,126851,-,-,1081,604,10.27176220806794,101.24683544303832,94.47572815533937
market,resttestgen,run-20240531-190346,20100,3959,11854,4287,-,-,11,17,0.03740157480314961,0.2955575702629193,0.37027027027027026,393160,1225379,411561,-,-,2162,2585,6.944881889763804,57.74886672710807,72.07702702702677
languagetool,arat-rl,run-20240531-201607,20800,10372,9029,1399,-,-,2,11,0.1825768835029153,0.3479455668652582,0.33865814696485624,1064623,969759,139218,-,-,416,1416,31.50604016615215,59.349022797722434,59.62886048988271
features-service,deeprest-e20-s20,run-20240531-160204,16400,5368,680,10352,-,-,13,17,0.2857142857142857,0.6083150984682714,0.6473988439306358,457331,53753,841916,-,-,2051,2149,45.345238095238,98.01312910284459,104.46242774566457
genome-nexus,schemathesis,run-20240603-211545,3900,3040,661,199,-,-,15,1,0.17290049400141144,0.2806872283171186,0.25130283729009845,58816,15328,3856,-,-,551,37,6.50388143966126,10.687021320637545,9.524609148812967
market,schemathesis,run-20240603-220228,20100,5272,5328,9500,-,-,9,3,0.017716535433070866,0.26518585675430645,0.34324324324324323,522227,532441,975432,-,-,1797,600,3.545275590551176,52.98322756119688,68.48378378378374
blog,restler,run-20240606-065603,25900,1272,21896,2732,-,-,14,8,0.038944723618090454,0.4116161616161616,0.37056504599211565,135209,2764172,467619,-,-,2118,1989,8.38630653266333,92.0210437710436,78.98685939553242
languagetool,restler,run-20240605-133858,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
blog,arat-rl,run-20240602-131041,25900,3827,14532,7541,-,-,20,11,0.042085427135678394,0.4595959595959596,0.4060446780551905,436902,1979649,950449,-,-,4564,2456,10.11871859296481,113.39057239057213,100.56767411300947
user-management,restler,run-20240605-171130,21000,9796,10087,1117,-,-,5,3,0.0435244161358811,0.48417721518987344,0.4587378640776699,822886,1273273,119341,-,-,943,604,8.834394904458582,97.34651898734182,92.71844660194206
genome-nexus,schemathesis,run-20240603-213539,3900,3001,779,120,-,-,15,1,0.19477769936485534,0.2945559925481267,0.2576722640416908,60830,14978,2192,-,-,552,38,7.331686661961887,11.19747464293106,9.765489287782287
genome-nexus,morest,run-20240603-104544,3900,158,3081,661,-,-,7,1,0.11644318983768526,0.23266404471123991,0.20961204400694847,5864,59463,12673,-,-,263,37,4.370501058574451,8.868350238045956,7.9038795599305125
restcountries,restler,run-20240605-135519,16300,1053,15229,18,-,-,3,1,0.6454545454545455,0.6795580110497238,0.8352272727272727,72894,1262026,1680,-,-,483,155,101.28636363636349,107.26519337016549,132.70454545454504
user-management,restler,run-20240605-184730,21000,9807,10082,1111,-,-,8,3,0.059447983014861996,0.5537974683544303,0.4878640776699029,788632,1300633,126235,-,-,1355,604,10.998938428874778,106.68670886075972,96.48543689320358
features-service,schemathesis,run-20240603-215200,16400,9058,1649,5693,-,-,7,6,0.13095238095238096,0.4310722100656455,0.44508670520231214,743390,134607,475003,-,-,1143,978,21.35714285714284,70.37636761487961,72.63005780346835
genome-nexus,resttestgen,run-20240601-112554,3900,2127,1773,0,-,-,21,0,0.2117148906139732,0.32167253156696335,0.28662420382165604,43326,34674,0,-,-,751,0,7.966831333803811,12.280894224798189,10.823972206137817
genome-nexus,deeprest-e20-s20,run-20240601-124215,3900,3109,791,0,-,-,22,0,0.3507410021171489,0.4067480852825502,0.3520555877243775,60891,17109,0,-,-,806,0,13.108680310515172,15.478782860691354,13.367110596409962
person-controller,resttestgen,run-20240531-194951,17900,3382,158,14360,-,-,8,25,0.03333333333333333,0.7318435754189944,0.8172043010752689,299220,26528,1285252,-,-,1397,4054,5.649999999999991,129.58100558659189,144.62365591397818
blog,morest,run-20240605-110209,25900,238,21280,4382,-,-,10,6,0.028266331658291458,0.3771043771043771,0.3061760840998686,39161,2767500,560339,-,-,2503,1514,7.2167085427135556,95.19107744107684,77.39159001314076
user-management,morest,run-20240605-100936,21000,172,12483,8345,-,-,12,2,0.06263269639065817,0.5379746835443038,0.3786407766990291,33534,1305218,876748,-,-,2486,420,12.98301486199571,111.96677215189898,79.10194174757287
blog,resttestgen,run-20240602-095045,25900,1795,13208,10897,-,-,21,11,0.03768844221105527,0.45454545454545453,0.39947437582128775,210606,1702475,1453919,-,-,5175,2237,9.202261306532614,113.69107744107716,100.75427069645146
restcountries,schemathesis,run-20240603-150350,16300,1194,15015,91,-,-,13,1,0.8,0.7237569060773481,0.8295454545454546,101037,1228008,7555,-,-,1955,152,123.03636363636333,112.46224677716344,130.39772727272714
genome-nexus,resttestgen,run-20240531-172315,3900,2086,1814,0,-,-,20,0,0.20677487649964715,0.3266404471123991,0.2964678633468442,44760,33240,0,-,-,749,0,7.227946365561047,11.975781411716012,10.836711059641
features-service,restler,run-20240604-210339,16400,12846,877,2677,-,-,11,6,0.19047619047619047,0.48358862144420134,0.5202312138728323,896100,105567,351333,-,-,1671,956,30.416666666666593,77.56892778993412,82.98843930635847
person-controller,resttestgen,run-20240601-194443,17900,3590,145,14165,-,-,8,25,0.03333333333333333,0.7318435754189944,0.8172043010752689,312911,24467,1273622,-,-,1409,4079,5.616666666666657,130.0949720670388,145.2580645161287
languagetool,deeprest-e20-s20,run-20240531-165217,20800,16404,4363,33,-,-,2,4,0.23535688426508136,0.3926176709829182,0.3730031948881789,1695706,472844,5050,-,-,415,621,45.33653443085253,77.94389605821459,73.98069755058582
languagetool,deeprest-e20-s20,run-20240601-113034,20800,3904,16841,55,-,-,2,4,0.23577607560687475,0.4046650691406336,0.3962992545260916,565728,1599465,8407,-,-,414,831,44.353797492473596,77.5344384109747,75.66746538871115
features-service,deeprest-e20-s20,run-20240601-123042,16400,5560,571,10269,-,-,13,13,0.2857142857142857,0.6083150984682714,0.6473988439306358,482134,53396,817470,-,-,2099,1767,45.52380952380944,98.3369803063457,104.76300578034662
restcountries,resttestgen,run-20240531-204447,16300,2367,13926,7,-,-,22,1,0.8954545454545455,0.7771639042357275,0.8465909090909091,197277,1138643,680,-,-,3454,162,138.25909090909104,123.40515653775346,136.88068181818153
market,restler,run-20240604-203913,20100,9635,1268,9197,-,-,9,10,0.017716535433070866,0.2665457842248413,0.34459459459459457,635587,158285,1236228,-,-,1607,1884,3.405511811023617,50.48458748866716,64.37837837837849
person-controller,arat-rl,run-20240601-203937,17900,7434,877,9589,-,-,8,42,0.03333333333333333,0.7318435754189944,0.8172043010752689,614420,95828,900752,-,-,1376,6271,5.333333333333324,127.23463687150809,141.59139784946206
scs,schemathesis,run-20240603-141226,21000,11947,9053,0,-,-,11,0,0.3134920634920635,0.5932203389830508,0.717948717948718,1266137,949363,0,-,-,2302,0,65.61507936507932,124.11864406779608,150.1794871794872
restcountries,morest,run-20240604-182232,16300,1164,15031,105,-,-,22,1,0.8954545454545455,0.7790055248618785,0.8465909090909091,92115,1236183,8302,-,-,3279,161,138.08636363636387,120.56906077348062,127.64772727272702
user-management,restler,run-20240605-132607,21000,9866,10017,1117,-,-,5,3,0.0435244161358811,0.48417721518987344,0.4587378640776699,798551,1289511,127438,-,-,943,604,8.830148619957521,97.29430379746842,92.68446601941778
genome-nexus,resttestgen,run-20240601-143323,3900,1814,2086,0,-,-,20,0,0.20748059280169373,0.3191885737942455,0.2854661262304574,41510,36490,0,-,-,718,0,7.722653493295696,12.146760505071427,10.78228141285466
ncs,deeprest-e20-s20,run-20240601-203827,22000,2028,19972,0,-,-,6,0,0.7202380952380952,0.8254545454545454,0.8620689655172413,359070,2071930,0,-,-,1317,0,153.238095238096,178.69090909090858,188.93103448275812
languagetool,morest,run-20240603-150610,20800,20,20780,0,-,-,1,0,0.005906787088906673,0.01897245366808099,0.042731629392971246,4160,2169440,0,-,-,208,0,1.2210662703403092,3.9293864180974936,8.854233226837078
person-controller,arat-rl,run-20240531-181548,17900,7988,737,9175,-,-,8,39,0.03333333333333333,0.7318435754189944,0.8172043010752689,691111,77437,842452,-,-,1411,6084,5.899999999999989,129.37430167597736,144.16129032258033
user-management,morest,run-20240605-170910,21000,286,12881,7833,-,-,12,3,0.06794055201698514,0.5474683544303798,0.38106796116504854,53805,1335857,825838,-,-,2508,627,14.131634819532907,114.46202531645552,79.81553398058254
scs,schemathesis,run-20240603-212625,21000,10228,10772,0,-,-,11,0,0.2896825396825397,0.559322033898305,0.6923076923076923,1080068,1135432,0,-,-,2286,0,60.20238095238085,116.17966101694971,143.79487179487165
restcountries,schemathesis,run-20240603-214607,16300,1140,15056,104,-,-,14,1,0.8227272727272728,0.7440147329650092,0.8409090909090909,95467,1232653,8480,-,-,1888,152,124.26363636363666,114.2302025782691,131.69318181818207
restcountries,arat-rl,run-20240531-161014,16300,4354,11861,85,-,-,20,1,0.8863636363636364,0.7716390423572744,0.8465909090909091,354297,975237,7066,-,-,2960,157,132.11818181818174,120.97237569060802,136.01136363636337
project-tracking-system,deeprest-e20-s20,run-20240603-223950,21700,9250,11197,1253,-,-,44,1,0.125,0.3898305084745763,0.5303983228511531,975130,1260605,129565,-,-,8029,217,24.041666666666643,82.24499229583964,110.3522012578618
ncs,arat-rl,run-20240601-114545,22000,10409,11591,0,-,-,6,0,0.8392857142857143,0.9127272727272727,0.8620689655172413,1117898,1313102,0,-,-,1295,0,174.96428571428575,192.50545454545366,185.3448275862064
features-service,morest,run-20240604-190327,16400,120,169,16111,-,-,8,5,0.19047619047619047,0.4682713347921225,0.5202312138728323,18765,13361,1320874,-,-,1300,820,30.761904761904688,76.0393873085337,84.40462427745675
user-management,morest,run-20240603-160653,21000,370,13650,6980,-,-,12,3,0.06687898089171974,0.5427215189873418,0.3786407766990291,51339,1431119,733042,-,-,2496,624,13.894904458598665,113.1313291139235,79.10436893203888
project-tracking-system,arat-rl,run-20240601-111744,21700,3581,17548,571,-,-,38,1,0.11458333333333333,0.3813559322033898,0.5115303983228512,349240,1958552,57508,-,-,6949,212,18.447916666666682,80.15408320493073,106.35010482180276
languagetool,deeprest-e20-s20,run-20240531-174636,20800,12887,7876,37,-,-,2,4,0.24629396745550855,0.41121639149647154,0.3957667731629393,1146835,1022017,4748,-,-,416,832,47.59140276666284,81.10176533954751,77.58626198083067
genome-nexus,morest,run-20240604-194154,3900,159,3053,688,-,-,12,1,0.12702893436838392,0.25150072448768374,0.24030110017371165,5384,58843,13773,-,-,308,39,4.517995765702186,9.00331194369696,8.163288940359001
features-service,resttestgen,run-20240601-142843,16400,8631,759,7010,-,-,18,12,0.44047619047619047,0.7702407002188184,0.7803468208092486,671051,64388,617561,-,-,2619,1588,51.34523809523808,108.1400437636762,112.24855491329461
restcountries,resttestgen,run-20240531-192039,16300,2407,13883,10,-,-,22,1,0.8863636363636364,0.7771639042357275,0.8465909090909091,197682,1138248,670,-,-,3476,135,140.78181818181804,124.62430939226493,136.88636363636334
restcountries,morest,run-20240603-110645,16300,1213,14973,114,-,-,22,1,0.8909090909090909,0.7771639042357275,0.8465909090909091,99513,1228097,8990,-,-,3430,159,137.7363636363639,120.08839779005525,125.48295454545435
features-service,resttestgen,run-20240531-214051,16400,7715,707,7978,-,-,16,12,0.32142857142857145,0.6695842450765864,0.6994219653179191,614838,53222,684940,-,-,2372,1494,50.13095238095234,105.70240700218864,109.93063583815042
person-controller,resttestgen,run-20240531-161124,17900,3600,134,14166,-,-,8,26,0.03333333333333333,0.7318435754189944,0.8172043010752689,316844,22689,1271467,-,-,1408,4373,5.616666666666657,130.0223463687148,145.30107526881687
languagetool,morest,run-20240604-214101,20800,40,20760,0,-,-,1,0,0.005906787088906673,0.01897245366808099,0.042731629392971246,6440,2167160,0,-,-,208,0,1.2210662703403092,3.9293864180974936,8.854233226837078
genome-nexus,deeprest-e20-s20,run-20240531-195651,3900,3092,808,0,-,-,22,0,0.3507410021171489,0.41896087766507967,0.36479444122756227,61348,16652,0,-,-,828,0,12.163726182074809,15.377975574415247,13.448176027793865
project-tracking-system,restler,run-20240604-191943,21700,9866,11468,366,-,-,19,1,0.041666666666666664,0.30585516178736516,0.38155136268343814,858959,1499603,6738,-,-,3351,217,8.739583333333346,64.45223420647129,79.11949685534604
scs,resttestgen,run-20240531-200318,21000,17970,3030,0,-,-,11,0,0.3968253968253968,0.6305084745762712,0.717948717948718,1904057,311443,0,-,-,2303,0,80.45238095238088,130.81016949152578,150.12820512820517
scs,arat-rl,run-20240531-212650,21000,18598,2402,0,-,-,11,0,0.4126984126984127,0.6305084745762712,0.717948717948718,1964667,250833,0,-,-,2305,0,85.05555555555569,131.04406779661056,149.58974358974362
genome-nexus,restler,run-20240604-192203,3900,1916,1984,0,-,-,13,0,0.1771347918136909,0.2873111157110329,0.2501447596988998,35430,42570,0,-,-,239,0,5.908256880733944,9.995446077416682,8.180081065431382
market,morest,run-20240603-164416,20100,2779,14447,2874,-,-,9,2,0.017716535433070866,0.26246600181323665,0.33918918918918917,283850,1455692,290558,-,-,1805,401,3.5433070866141683,52.55621033544891,67.90405405405419
genome-nexus,resttestgen,run-20240601-130426,3900,2102,1798,0,-,-,21,0,0.18560338743824983,0.2939350031049472,0.26635784597568035,48730,29270,0,-,-,772,0,6.936485532815809,11.198302628855302,10.06137811233352
restcountries,deeprest-e20-s20,run-20240605-101752,16300,12371,3790,139,-,-,22,1,0.8727272727272727,0.7697974217311234,0.8465909090909091,990351,337870,8379,-,-,3356,157,138.2636363636365,123.71823204419911,137.29545454545425
features-service,resttestgen,run-20240531-182729,16400,7919,737,7744,-,-,16,13,0.32142857142857145,0.6608315098468271,0.6763005780346821,621510,60918,670572,-,-,2514,1731,49.83333333333333,105.30634573304185,107.514450867052
market,resttestgen,run-20240531-171834,20100,3769,12171,4160,-,-,11,22,0.03740157480314961,0.2955575702629193,0.37027027027027026,375433,1238882,415785,-,-,2117,2870,6.777559055118132,57.676337262012844,72.1810810810809
user-management,schemathesis,run-20240603-215858,21000,2773,16151,2076,-,-,6,2,0.059447983014861996,0.4920886075949367,0.44660194174757284,285393,1716171,213936,-,-,1258,420,12.425690021231487,103.13924050632914,93.63106796116517
ncs,resttestgen,run-20240531-165843,22000,2190,19810,0,-,-,6,0,0.8511904761904762,0.9054545454545454,0.8620689655172413,242703,2188297,0,-,-,1319,0,172.1428571428576,191.17818181818214,188.9655172413788
blog,resttestgen,run-20240531-164626,25900,1814,13135,10951,-,-,21,9,0.0364321608040201,0.4494949494949495,0.3968462549277267,206844,1691444,1468712,-,-,5221,2162,9.138190954773894,113.73653198653173,101.05650459921098
person-controller,deeprest-e20-s20,run-20240605-140439,17900,7588,1731,8581,-,-,8,16,0.03333333333333333,0.7318435754189944,0.8172043010752689,783988,159663,667349,-,-,1431,2410,5.933333333333322,130.0391061452511,145.15053763440827
market,morest,run-20240603-144248,20100,2779,14432,2889,-,-,9,2,0.017716535433070866,0.26246600181323665,0.33918918918918917,280812,1455312,293976,-,-,1804,401,3.561023622047239,52.755666364460694,68.17702702702715
project-tracking-system,resttestgen,run-20240531-175116,21700,923,20063,714,-,-,33,1,0.10416666666666667,0.3790446841294299,0.5115303983228512,117946,2172876,74478,-,-,6574,216,22.010416666666696,81.44144838212632,109.38784067085938
project-tracking-system,resttestgen,run-20240531-192739,21700,895,20090,715,-,-,32,1,0.10416666666666667,0.3813559322033898,0.5136268343815513,110973,2176551,77776,-,-,5385,215,21.90625000000003,79.96687211093983,105.69182389937072
ncs,restler,run-20240605-105619,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.31547619047655,159.00363636363636,171.2068965517244
ncs,arat-rl,run-20240601-111854,22000,10323,11677,0,-,-,6,0,0.8571428571428571,0.92,0.8620689655172413,1133873,1297127,0,-,-,1317,0,178.69642857142856,195.09454545454463,186.20689655172364
market,arat-rl,run-20240531-184615,20100,10543,4998,4559,-,-,10,16,0.01968503937007874,0.27651858567543064,0.35945945945945945,1069205,499678,461217,-,-,1968,3066,3.8602362204724354,54.854941069809726,71.22432432432414
features-service,restler,run-20240604-190542,16400,12846,877,2677,-,-,11,6,0.19047619047619047,0.48358862144420134,0.5202312138728323,896100,105567,351333,-,-,1671,956,30.40476190476183,77.5404814004374,82.95953757225442
blog,restler,run-20240606-092932,25900,1272,21896,2732,-,-,14,8,0.038944723618090454,0.4116161616161616,0.37056504599211565,135209,2764172,467619,-,-,2118,1989,8.381909547738706,91.98063973063958,78.94349540078866
languagetool,arat-rl,run-20240601-113845,20800,10174,9158,1468,-,-,2,11,0.18341526618650203,0.3437245806494163,0.3421192758253461,1044826,971544,157230,-,-,408,1293,29.89173430890593,52.48791962538754,56.401490947816875
genome-nexus,schemathesis,run-20240603-222109,3900,3146,651,103,-,-,15,1,0.20042342978122796,0.30097288346098117,0.26230457440648525,63024,13095,1881,-,-,527,39,7.1503175723359265,11.155454357275923,9.674001158077594
restcountries,schemathesis,run-20240603-211325,16300,1181,15030,89,-,-,12,1,0.7909090909090909,0.7200736648250461,0.8295454545454546,98484,1230783,7333,-,-,1796,152,121.68181818181858,111.98710865561738,130.47159090909076
project-tracking-system,morest,run-20240604-204834,21700,160,21119,421,-,-,15,1,0.041666666666666664,0.2942989214175655,0.3752620545073375,19474,2297600,48226,-,-,3074,217,8.968750000000009,63.359013867488216,80.26624737945477
genome-nexus,deeprest-e20-s20,run-20240531-165327,3900,2939,961,0,-,-,22,0,0.32533521524347214,0.4071620782446698,0.35668789808917195,59500,18500,0,-,-,800,0,11.925194071983059,15.281722210722403,13.348002316155181
features-service,morest,run-20240604-192756,16400,83,150,16167,-,-,10,6,0.2261904761904762,0.47921225382932164,0.5086705202312138,12320,13445,1327235,-,-,1486,838,36.726190476190325,75.45076586433264,79.92485549132967
project-tracking-system,resttestgen,run-20240601-124325,21700,911,19958,831,-,-,37,1,0.10416666666666667,0.3844375963020031,0.519916142557652,111625,2167777,85898,-,-,6002,215,22.1979166666667,80.44761171032388,106.93501048218033
ncs,morest,run-20240604-205058,22000,7630,14370,0,-,-,6,0,0.6904761904761905,0.8690909090909091,0.8620689655172413,849488,1581512,0,-,-,1218,0,131.2202380952381,160.26909090909115,174.75862068965483
market,morest,run-20240603-141557,20100,2398,14711,2991,-,-,9,2,0.017716535433070866,0.26246600181323665,0.33918918918918917,250988,1477044,302068,-,-,1805,402,3.5433070866141683,52.56346328195843,67.914864864865
user-management,schemathesis,run-20240603-143808,21000,1844,17584,1572,-,-,8,2,0.06581740976645435,0.509493670886076,0.42718446601941745,188329,1866864,160307,-,-,1667,420,13.669851380042498,106.41297468354388,89.3203883495144
market,arat-rl,run-20240531-194731,20100,10813,4928,4359,-,-,10,16,0.01968503937007874,0.27651858567543064,0.35945945945945945,1099582,488351,442167,-,-,1978,2955,3.879921259842514,54.99546690843167,71.32297297297279
project-tracking-system,restler,run-20240605-105731,21700,9866,11468,366,-,-,19,1,0.041666666666666664,0.30585516178736516,0.38155136268343814,858959,1499603,6738,-,-,3351,217,8.739583333333346,64.45762711864386,79.12788259958084
project-tracking-system,deeprest-e20-s20,run-20240605-110319,21700,9449,11080,1171,-,-,49,1,0.125,0.3921417565485362,0.5345911949685535,1009619,1239290,116391,-,-,9370,217,23.218749999999996,83.81355932203383,113.49475890985357
blog,deeprest-e20-s20,run-20240601-142513,25900,5301,12695,7904,-,-,24,12,0.04522613065326633,0.5134680134680135,0.44021024967148487,739929,1641365,985706,-,-,5890,3006,11.150125628140623,128.55050505050474,110.97503285151085
features-service,restler,run-20240604-185516,16400,12846,877,2677,-,-,11,6,0.19047619047619047,0.48358862144420134,0.5202312138728323,896100,105567,351333,-,-,1671,956,30.416666666666593,77.54704595185973,82.96531791907523
project-tracking-system,resttestgen,run-20240531-161935,21700,956,19974,770,-,-,39,1,0.10416666666666667,0.38906009244992296,0.5303983228511531,126077,2157890,81333,-,-,7499,215,21.416666666666682,82.74576271186429,111.79874213836463
languagetool,restler,run-20240605-130726,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
person-controller,restler,run-20240604-222154,17900,5843,64,11993,-,-,4,60,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,8611,0.0,109.38547486033549,115.23655913978504
user-management,resttestgen,run-20240531-195101,21000,617,12643,7740,-,-,10,2,0.09235668789808917,0.6281645569620253,0.47815533980582525,66867,1346333,802300,-,-,1997,416,17.976645435244176,126.43512658227796,98.97572815533955
